track_name,artist,album,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Hotel California - 2013 Remaster,Eagles,Hotel California (2013 Remaster),40riOy7x9W7GXjyGp4pjAv,0.83,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4
(Don't Fear) The Reaper,Blue Öyster Cult,Agents Of Fortune,5QTxFnGygVM4jFQiBovmRo,0.78,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,308120,4
Do I Wanna Know?,Arctic Monkeys,AM,5FVd6KXrgO9B3JPmC8OPst,0.84,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Honky Chateau,3gdewACMIVMEWVbyb8O9sY,0.82,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613,4
Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),4RvWPyQ5RL0ao9LPZeSouE,0.82,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489,4
Little Dark Age,MGMT,Little Dark Age,2Y0iGXY6m6immVb2ktbseM,0.8,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,299960,4
All I Want,Kodaline,In A Perfect World (Expanded Edition),0NlGoUyOJSuSHmngoibVAs,0.83,0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26,305747,3
Thunder,Imagine Dragons,Evolve,1zB4vmk8tFRmM9UULNzbLB,0.84,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4
Go Your Own Way - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),4xh7W7tlNMIczFhupCPniY,0.75,0.586,0.941,5,-5.139,1,0.0375,0.0167,0.000776,0.068,0.831,135.448,223613,4
Brown Eyed Girl,Van Morrison,Blowin' Your Mind!,3yrSvpt2l1xhsV9Em88Pul,0.79,0.491,0.583,7,-10.964,1,0.0376,0.182,0.0,0.407,0.907,150.572,183307,4
Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera (Deluxe Remastered Version),7tFiyTwD0nx5a1eklYtX2J,0.74,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,354320,4
Wagon Wheel,Darius Rucker,True Believers,3xdjjKMcMOFgo1eQrfbogM,0.77,0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,298373,4
Hey There Delilah,Plain White T's,All That We Needed,4RCWB3V8V0dignt99LZ8vH,0.81,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,232533,4
High Hopes,Panic! At The Disco,Pray for the Wicked,1rqqCSm0Qe4I9rUvWncaom,0.84,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4
Don't Stop Believin',Journey,Escape,4bHsxqR3GMrXTxEPLuK5ue,0.81,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,250987,4
Thunderstruck,AC/DC,The Razors Edge,57bgtoPSgt236HzfBOd8kj,0.83,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road (Remastered),6dGnYIeXmHdcikdzNNDMm2,0.82,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,4
Love You Like I Used To,Russell Dickerson,Love You Like I Used To,1D7cfiC5mxqHfTCcOiRBej,0.77,0.501,0.788,10,-4.624,1,0.0415,0.12,0.0,0.137,0.61,152.047,186613,4
Out of My League,Fitz and The Tantrums,More Than Just a Dream (Deluxe Edition),2AYEOC02WLhUiOoaig2SEH,0.73,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,209386,4
Tiny Dancer,Elton John,Madman Across The Water,2TVxnKdb3tqe1nhQWwwZCO,0.79,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,377093,4
How to Save a Life,The Fray,How To Save A Life,5fVZC9GiM4e8vu99W0Xf6J,0.81,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,262533,4
Classic,MKTO,MKTO,6FE2iI43OZnszFLuLtvvmg,0.81,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,175427,4
Demons,Imagine Dragons,Night Visions,3LlAyCYU26dvFZBDUIMb7a,0.74,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4
Stressed Out,Twenty One Pilots,Blurryface,3CRDbSIZ4r5MsZ0YwxuEkn,0.84,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
Ophelia,The Lumineers,Cleopatra,3d8y0t70g7hw2FOWl9Z4Fm,0.74,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,4
Rockin' Around The Christmas Tree,Brenda Lee,Merry Christmas From Brenda Lee,2EjXfH91m7f8HiJN1yQg97,0.81,0.589,0.472,8,-8.749,1,0.0502,0.614,0.0,0.505,0.898,67.196,126267,4
I Write Sins Not Tragedies,Panic! At The Disco,A Fever You Can't Sweat Out,4bPQs0PHn4xbipzdPfn6du,0.75,0.569,0.83,9,-4.106,0,0.14,0.0807,0.0,0.114,0.609,170.094,186635,4
Smells Like Teen Spirit,Nirvana,Nevermind (Remastered),5ghIJDpPoe3CfHMGu71E6T,0.75,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4
Free Fallin',Tom Petty,Full Moon Fever,5tVA6TkbaAH9QMITTQRrNv,0.78,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,256000,4
More Than a Feeling,Boston,Boston,1QEEqeFIZktqIpPI4jSVSF,0.79,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133,4
The Middle,Jimmy Eat World,Bleed American,6GG73Jik4jUlQCkKg9JuGO,0.78,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,165853,4
Chasing Cars,Snow Patrol,Eyes Open,11bD1JtSjlIgKgZG2134DZ,0.79,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,267933,4
Take It Easy - 2013 Remaster,Eagles,Eagles (2013 Remaster),4yugZvBYaoREkJKtbG08Qr,0.77,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211578,4
Don't Stop Me Now - Remastered 2011,Queen,Jazz (Deluxe Remastered Version),7hQJA50XrCWABAu5v6QZ4i,0.73,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,209413,4
Enter Sandman,Metallica,Metallica,5BIMPccDwShpXq784RJlJp,0.74,0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,331573,4
"Sugar, We're Goin Down",Fall Out Boy,From Under The Cork Tree,2TfSHkHiFO4gRztVIkggkE,0.78,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,229093,4
The Joker,Steve Miller Band,The Joker,1bp2IO61zbQrbWNmKKxg3f,0.76,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504,4
Electric Feel,MGMT,Oracular Spectacular,3FtYbEfBqAlGO46NUDQSAt,0.78,0.763,0.807,1,-3.714,1,0.035,0.0714,0.28,0.348,0.559,103.038,229640,3
Chicken Fried,Zac Brown Band,The Foundation,3eBnEo9WL34ulBCZlLpUQO,0.77,0.566,0.713,6,-4.25,1,0.0417,0.645,0.0,0.114,0.807,169.864,238147,4
feel something,Bea Miller,feel something,7JDWhC422Gtk1Bq0mL3OTC,0.84,0.74,0.415,0,-8.914,1,0.0707,0.242,0.000156,0.319,0.156,136.029,180161,4
"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)",4HlFJV71xXKIGcU3kRyttv,0.83,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773,4
Ain't No Rest for the Wicked,Cage The Elephant,Cage The Elephant (Expanded Edition),3Pzh926pXggbMe2ZpXyMV7,0.74,0.634,0.849,0,-7.075,1,0.105,0.0438,0.0,0.363,0.919,156.004,175493,4
Die A Happy Man,Thomas Rhett,Tangled Up,5kNe7PE09d6Kvw5pAsx23n,0.75,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,227427,4
Shut Up and Dance,WALK THE MOON,TALKING IS HARD,4kbj5MwxO1bq9wjT5g9HaA,0.8,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,4
American Girl,Tom Petty and the Heartbreakers,Tom Petty & The Heartbreakers,7MRyJPksH3G2cXHN8UKYzP,0.75,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,214733,4
Counting Stars,OneRepublic,Native,6sy3LkhNFjJWlaeSMNwQ62,0.74,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,257840,4
Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,086myS9r57YsLbJpU0TgK9,0.81,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,4
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,7snQQk1zcKl8gZ92AnueZW,0.73,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,356067,4
Let Her Go,Passenger,All the Little Lights (Deluxe Version),0JmiBCpWc1IAc0et7Xm7FL,0.76,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,74.897,252733,4
Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),3d9DChrdc6BOeFsbrZ3Is0,0.81,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,4
Crazy Train,Ozzy Osbourne,Blizzard Of Ozz (40th Anniversary Expanded Edition),7ACxUo21jtTHzy7ZEV56vU,0.77,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,293183,4
You Shook Me All Night Long,AC/DC,Back In Black,2SiXAy7TuUkycRVbbWDEpo,0.8,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,4
Ride,Twenty One Pilots,Blurryface,2Z8WuEywRWYTKe1NybPQEW,0.82,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4
Goodie Bag,Still Woozy,Goodie Bag,4vHNeBWDQpVCmGbaccrRzi,0.77,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,146390,4
Heathens,Twenty One Pilots,Heathens,6i0V12jOa3mr6uu4WYhUBr,0.81,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,4
Jessie's Girl,Rick Springfield,Working Class Dog,5RsUlxLto4NZbhJpqJbHfN,0.72,0.727,0.832,2,-5.851,1,0.05,0.164,0.0,0.105,0.822,131.703,194120,4
Let It Go,James Bay,Chaos And The Calm,13HVjjWUZFaWilh2QUJKsP,0.73,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,260533,4
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,1EzrEOXmMH3G43AXT1y7pA,0.83,0.686,0.457,11,-8.322,1,0.0468,0.595,0.0,0.105,0.718,150.953,242187,4
Radioactive,Imagine Dragons,Night Visions,4G8gkOterJn0Ywt6uhqbhp,0.72,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,4
We Are Young (feat. Janelle Monáe),fun.,Some Nights,7a86XRg84qjasly9f6bPSD,0.73,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627,4
Summer Of '69,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),0GONea6G2XdnHWjNZd6zt3,0.82,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,216053,4
Listen to the Music,The Doobie Brothers,Toulouse Street,7Ar4G7Ci11gpt6sfH9Cgz5,0.76,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267,4
Make You Mine,PUBLIC,Make You Mine,5iFwAOB2TFkPJk8sMlxP8g,0.82,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,4
Island In The Sun,Weezer,Weezer (Green Album),2MLHyLy5z5l5YRp7momlgw,0.76,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307,4
Breezeblocks,alt-J,An Awesome Wave,3n69hLUdIsSa1WlRmjMZlW,0.73,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071,227080,4
Gives You Hell,The All-American Rejects,When The World Comes Down,6ihL9TjfRjadfEePzXXyVF,0.72,0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,213107,4
Fireflies,Owl City,Ocean Eyes,3DamFFqW32WihKkTVlwTYQ,0.79,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,228347,4
Jack & Diane,John Mellencamp,American Fool,43btz2xjMKpcmjkuRsvxyg,0.75,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,254493,4
Wonderwall,Oasis,(What's The Story) Morning Glory?,1qPbGZqppFwLwcBC1JQ6Vr,0.8,0.41,0.854,2,-5.609,1,0.0366,0.00236,0.0,0.133,0.456,174.584,258907,4
Pompeii,Bastille,Bad Blood,3gbBpTdY8lnQwqxNCcf795,0.71,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,4
Ain't Always The Cowboy,Jon Pardi,Heartache Medication,77XoAnllT85lmR9WP0D8dS,0.75,0.539,0.837,9,-3.458,1,0.0385,0.0094,0.0,0.262,0.551,151.913,220881,4
Sweet Caroline,Neil Diamond,Sweet Caroline,62AuGbAkt8Ox2IrFFb8GKV,0.78,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,203573,4
Rumor,Lee Brice,Lee Brice,56eGOeSsqdg3FLxdo83TwV,0.74,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,198440,4
Livin' On A Prayer,Bon Jovi,Slippery When Wet,37ZJ0p5Jm13JPevGcx4SkF,0.83,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,249293,4
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,Naive,5A3fPy30SN2wuzrahpcxvV,0.81,0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864,196188,4
Somebody Else,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",5hc71nKsUgtwQ3z52KEKQk,0.75,0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,347520,4
Best Day Of My Life,American Authors,"Oh, What A Life",5Hroj5K7vLpIG4FNCRIjbP,0.78,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,4
Take on Me,a-ha,Hunting High and Low,2WfaOiMkCvy7F5fcp2zZ8L,0.84,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,4
Take Me to Church,Hozier,Hozier (Expanded Edition),1CS7Sd1u5tWkstBhpssyjP,0.75,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241693,4
Zombie,The Cranberries,No Need To Argue,2IZZqH4K02UIYg5EohpNHF,0.81,0.307,0.635,7,-8.957,1,0.0339,0.0154,0.00483,0.366,0.304,166.973,306427,4
Unsteady,X Ambassadors,VHS,7lGKEWMXVWWTt3X71Bv44I,0.77,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,193547,4
Semi-Charmed Life,Third Eye Blind,Third Eye Blind,42et6fnHCw1HIPSrdPprMl,0.75,0.64,0.864,7,-6.576,1,0.0315,0.00832,0.0,0.123,0.7,102.026,268360,4
Centuries,Fall Out Boy,American Beauty/American Psycho,04aAxqtGp5pv12UXAg4pkq,0.81,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,228360,4
Creep,Radiohead,Pablo Honey,6b2oQwSGFkzsMtQruIWm2p,0.82,0.515,0.43,7,-9.935,1,0.0369,0.0102,0.000141,0.129,0.104,91.841,238640,4
Have You Ever Seen The Rain,Creedence Clearwater Revival,Pendulum,5DnT9a5IM3eMjKgXTWVJvi,0.72,0.743,0.47,0,-13.154,1,0.029,0.0936,3.15e-05,0.186,0.89,116.122,160333,4
Hayloft,Mother Mother,O My Heart,2kS6td1yvmpNgZTt1q5pQq,0.78,0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,181680,4
Sweet Emotion,Aerosmith,Toys In The Attic,24NwBd5vZ2CK8VOQVnqdxr,0.76,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133,4
Bad Moon Rising,Creedence Clearwater Revival,Green River,20OFwXhEXf12DzwXmaV7fj,0.78,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600,4
Last Christmas - Remastered,Wham!,Twenty Five,6wn2nmFn3wDuiMldRiuRuL,0.79,0.757,0.618,11,-7.964,0,0.0282,0.262,0.0,0.221,0.861,106.856,267160,4
Say It Ain't So,Weezer,Weezer,6VoIBz0VhCyz7OdEoRYDiA,0.74,0.634,0.551,3,-7.136,1,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,258827,4
What A Man Gotta Do,Jonas Brothers,What A Man Gotta Do,4wNIkl5XGiAACjFBlDWuSd,0.82,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,180645,4
Jump - 2015 Remaster,Van Halen,1984 (Remastered),7N3PAbqfTjSEU1edb2tY8j,0.8,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000376,0.0702,0.796,129.994,241600,4
Payphone,Maroon 5,Overexposed,1LmN9SSHISbtp9LoaR5ZVJ,0.74,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,231387,4
Almost (Sweet Music),Hozier,"Wasteland, Baby!",5Apvsk0suoivI1H8CmBglv,0.74,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-06,0.203,0.711,90.036,217480,4
All Along the Watchtower,Jimi Hendrix,Electric Ladyland,2aoo2jlRnM3A0NyLQqMN2f,0.78,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,4
Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,0G21yYKMZoHa30cYVi1iA8,0.72,0.453,0.987,8,-4.485,1,0.0889,0.0195,0.283,0.268,0.316,123.544,273480,4
Everywhere - 2017 Remaster,Fleetwood Mac,Tango In the Night (Deluxe Edition),254bXAqt3zP6P50BdQvEsq,0.79,0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,226653,4
Carry on Wayward Son,Kansas,Leftoverture (Expanded Edition),4DMKwE2E2iYDKY01C335Uw,0.75,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,323000,4
Burn The House Down,AJR,The Click (Deluxe Edition),0TkJIyL69RAUIbNwGub6uR,0.71,0.454,0.66,0,-4.357,1,0.168,0.0364,0.0,0.181,0.568,184.353,212374,4
Whatever It Takes,Imagine Dragons,Evolve,6Qn5zhYkTa37e91HC1D7lb,0.81,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,201240,4
Natural,Imagine Dragons,Origins (Deluxe),2FY7b99s15jUprqC0M5NCT,0.81,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4
Come As You Are,Nirvana,Nevermind (Remastered),4P5KoWXOxwuobLmHXLMobV,0.72,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,4
Teenagers,My Chemical Romance,The Black Parade,7j31rVgGX9Q2blT92VBEA0,0.78,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,161920,4
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,Greatest Hits,3dmqIB2Qxe2XZobw9gXxJ6,0.73,0.464,0.655,7,-9.058,0,0.0608,0.0272,1.34e-06,0.328,0.531,169.515,273600,4
Dream On,Aerosmith,Aerosmith,5MxNLUsfh7uzROypsoO5qe,0.79,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960,4
Drops of Jupiter (Tell Me),Train,Drops Of Jupiter,2hKdd3qO7cWr2Jo0Bcs0MA,0.79,0.468,0.64,0,-5.862,1,0.0275,0.154,0.0,0.154,0.499,79.297,259933,4
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,Sweet Dreams (Are Made Of This),1TfqLAPs4K3s2rJMoCokcS,0.81,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,216933,4
Everlong,Foo Fighters,The Colour And The Shape,5UWwZ5lm5PKu6eKsHAGxOk,0.78,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547,4
Someone To You,BANNERS,Empires On Fire,14BH4qO7pgCmIe6mgLKOK3,0.81,0.468,0.936,2,-3.683,1,0.0455,0.00568,0.0,0.24,0.663,75.05,219800,4
Uptown Girl,Billy Joel,An Innocent Man,5zA8vzDGqPl2AzZkEYQGKh,0.77,0.701,0.943,4,-2.986,1,0.0456,0.0747,0.0,0.601,0.791,128.992,197707,4
