track_name,artist,album,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
SAD!,XXXTENTACION,?,3ee8Jmje8o58CHK66QrVC2,0.86,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
Chicago Freestyle (feat. Giveon),Drake,Dark Lane Demo Tapes,4wVOKKEHUJxHCFFNUWDn0B,0.84,0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,220488,4
Space Cadet (feat. Gunna),Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),1fewSx2d5KIZ04wsooEBOz,0.83,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267,4
forget me too (feat. Halsey),Machine Gun Kelly,Tickets To My Downfall,1VSuFS7PahCN3SWbOcQ98m,0.82,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621,4
Drip Too Hard (Lil Baby & Gunna),Lil Baby,Drip Harder,78QR3Wp35dqAhFEc2qAGjE,0.82,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543,4
Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",2HbKqm4o0w5wEeEFXm2sD4,0.77,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,386907,4
Fuck Love (feat. Trippie Redd),XXXTENTACION,17,7AQim7LbvFVZJE3O8TYgf2,0.83,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4
Ric Flair Drip (& Metro Boomin),Offset,Without Warning,7sO5G9EABYOXQKNPNiE9NR,0.81,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,172800,4
Said Sum,Moneybagg Yo,Code Red,3sKz6Sd72K0ofPWcJPPk6H,0.77,0.929,0.667,8,-6.789,0,0.353,0.0185,0.0,0.1,0.274,126.998,155168,4
Chanel,Frank Ocean,Chanel,6Nle9hKrkL1wQpwNfEkxjh,0.81,0.776,0.503,0,-5.732,0,0.237,0.874,0.0,0.112,0.473,110.134,210285,4
Everybody Dies In Their Nightmares,XXXTENTACION,17,3GVkPk8mqxz0itaAriG1L7,0.85,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4
Going Bad (feat. Drake),Meek Mill,Championships,2IRZnDFmlqMuOrYOLnZZyc,0.81,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4
Money In The Grave (Drake ft. Rick Ross),Drake,The Best In The World Pack,5ry2OE6R2zPQFDO85XkgRb,0.82,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4
PTSD,G Herbo,PTSD,3jT2LKH0RSbQ8jIUNFzXm5,0.81,0.883,0.808,1,-3.158,0,0.183,0.0317,0.0,0.207,0.805,119.012,232065,4
Spicy (feat. Post Malone),Ty Dolla $ign,Spicy (feat. Post Malone),5nWVyZaCwtfAkBnwDuXjBh,0.83,0.784,0.496,7,-5.746,1,0.0435,0.14,0.0,0.113,0.132,100.002,144028,4
Moonlight,XXXTENTACION,?,0JP9xo3adEtGSdUEISiszL,0.85,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
Redbone,Childish Gambino,"""Awaken, My Love!""",0wXuerDYiBnERgIpbb3JBR,0.82,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,326933,4
Falling Down - Bonus Track,Lil Peep,"Come Over When You're Sober, Pt. 2",4jvjzW7Hm0yK4LvvE0Paz9,0.83,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4
ORANGE SODA,Baby Keem,DIE FOR MY BITCH,5FkoSXiJPKTNyYgALRJFhD,0.79,0.83,0.564,1,-7.822,1,0.235,0.177,0.0,0.128,0.107,85.042,129882,4
Rich Nigga Shit (feat. Young Thug),21 Savage,SAVAGE MODE II,3ruoIF2UnoXdzK8mR61ebq,0.8,0.825,0.733,1,-5.625,0,0.0969,0.349,0.0,0.112,0.62,97.974,190331,4
Patek,Future,Patek,76MjtLfZoTNc3BDqUVjuRH,0.78,0.801,0.596,1,-4.72,1,0.0534,0.00301,0.0,0.162,0.134,120.028,280666,4
Toosie Slide,Drake,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,0.85,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,247059,4
EARFQUAKE,"Tyler, The Creator",IGOR,5hVghJ4KaYES3BFUATCYn0,0.81,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,4
BLIND (feat. Young Thug),DaBaby,BLAME IT ON BABY (DELUXE),2T5NBwKRySiCR78vVk08vr,0.8,0.709,0.679,11,-6.503,0,0.346,0.0115,0.0,0.0971,0.754,162.973,153467,4
The Bigger Picture,Lil Baby,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1,0.79,0.59,0.618,1,-5.756,1,0.334,0.0127,0.0,0.244,0.153,96.459,252729,3
HUMBLE.,Kendrick Lamar,DAMN.,7KXjTSCq5nL1LoYtL7XAwS,0.82,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4
Work Out,J. Cole,Cole World: The Sideline Story,2wAJTrFhCnQyNSD3oUgTZO,0.79,0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93.004,235320,4
'Till I Collapse,Eminem,The Eminem Show,4xkOaSrkexMciUUogZKVTS,0.84,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,297787,4
"...And To Those I Love, Thanks For Sticking Around",$uicideBoy$,STOP STARING AT THE SHADOWS,41LhQUkElADQ5YUbpYv2D0,0.82,0.792,0.512,2,-6.875,1,0.0408,0.13,8.82e-05,0.14,0.11,113.978,168490,4
SUGAR,BROCKHAMPTON,GINGER,6U0FIYXCQ3TGrk4tFpLrEA,0.81,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,204533,4
Shoota (feat. Lil Uzi Vert),Playboi Carti,Die Lit,2BJSMvOGABRxokHKB0OI8i,0.78,0.673,0.649,1,-8.433,0,0.196,0.188,0.0,0.122,0.47,153.075,153800,4
Suge,DaBaby,Baby On Baby,2gwkD6igEhQbDQegRCcdoB,0.79,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,163320,4
I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,Hotel Diablo,2gTdDMpNxIRFSiu7HutMCg,0.81,0.628,0.744,7,-4.718,1,0.0379,0.0257,0.0,0.313,0.277,119.921,169397,4
See You Again (feat. Kali Uchis),"Tyler, The Creator",Flower Boy,7KA4W4McWYRpgf0fWsJZWB,0.79,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4
Need It,Migos,Need It,6mtjo5kIHKlboGE84lf1FJ,0.77,0.852,0.745,11,-3.667,0,0.171,0.0313,0.0,0.0824,0.897,148.007,195681,4
bloody valentine,Machine Gun Kelly,Tickets To My Downfall,6mADjHs6FXdroPzEGW6KVJ,0.8,0.533,0.858,2,-4.212,1,0.0766,0.00021,0.0,0.148,0.506,160.057,205159,4
Hope,XXXTENTACION,?,2ZRo7axmMPeSVUvDbGkJah,0.83,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,4
LOVE. FEAT. ZACARI.,Kendrick Lamar,DAMN.,6PGoSes0D9eUDeeAafB2As,0.79,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,213400,4
Walk Em Down (feat. Roddy Ricch),NLE Choppa,Walk Em Down (feat. Roddy Ricch),4cSSL3YafYjM3yjgFO1vJg,0.79,0.867,0.744,2,-5.171,1,0.227,0.268,0.0,0.0713,0.645,84.005,173288,4
Yes Indeed,Lil Baby,Harder Than Ever,6vN77lE9LK6HP2DewaN6HZ,0.79,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,142273,4
the remedy for a broken heart (why am I so in love),XXXTENTACION,?,4UKCKdYiLN6IMA5ZESUTL7,0.83,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,4
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,Flockaveli,03tqyYWC9Um2ZqU0ZN849H,0.76,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,263773,4
It's You,Ali Gatie,YOU,5DqdesEfbRyOlSS3Tf6c29,0.85,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607,4
Faucet Failure,Ski Mask The Slump God,STOKELEY,1ThmUihH9dF8EV08ku5AXN,0.78,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,145627,4
Let You Down,NF,Perception,52okn5MNA47tk87PeZJLEL,0.82,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,212120,4
Wet Dreamz,J. Cole,2014 Forest Hills Drive,6Ius4TC0L3cN74HT7ENE6e,0.79,0.517,0.705,6,-8.205,0,0.364,0.0751,0.0,0.128,0.584,175.906,239320,4
Truth Hurts,Lizzo,Cuz I Love You (Super Deluxe),3HWzoMvoF3TQfYg4UPszDq,0.79,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325,4
God's Plan,Drake,Scorpion,6DCZcSspjsKoFjzjrWoCdn,0.83,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,Just Cause Y'all Waited 2,2h4cmbyb6S7e8igDZIITJU,0.77,0.837,0.482,8,-8.608,0,0.365,0.268,0.0,0.0991,0.444,143.01,169532,4
Broke In A Minute,Tory Lanez,The New Toronto 3,4xqIYGwwZTEem9U8A42SPF,0.78,0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,0.802,120.009,132024,4
TELL ME WHY,The Kid LAROI,F*CK LOVE,3jlxX3VXPiY3lvBBbppQD3,0.78,0.6,0.723,6,-4.928,0,0.158,0.109,0.0,0.167,0.463,149.881,195268,4
WRONG (feat. Lil Mosey),The Kid LAROI,F*CK LOVE,1EWkw4Fa6IlnsAihLUlFFM,0.8,0.389,0.768,1,-4.765,1,0.256,0.038,0.0,0.119,0.334,90.146,183567,4
Diva (feat. Lil Tecca),The Kid LAROI,Diva (feat. Lil Tecca),7gVwgc8b3XnO87TpmXXFA5,0.8,0.686,0.703,6,-6.141,0,0.0606,0.00728,0.0,0.0946,0.457,144.902,172005,4
Nights,Frank Ocean,Blonde,7eqoqGkKwgOaWNNHx90uEZ,0.78,0.466,0.548,5,-9.362,0,0.118,0.42,1.01e-06,0.113,0.423,89.815,307151,4
Hate The Way (feat. blackbear),G-Eazy,Hate The Way (feat. blackbear),3QGppKBPd9gHOgHJzRbVIw,0.8,0.569,0.865,4,-3.844,0,0.266,0.0673,0.0,0.312,0.361,82.011,214363,4
Narrow Road (feat. Lil Baby),NLE Choppa,Narrow Road (feat. Lil Baby),3GZd1aDsgKL71Kt3VIp0hc,0.78,0.614,0.553,7,-8.225,1,0.169,0.0306,0.0,0.203,0.161,159.999,240297,4
Slidin,21 Savage,SAVAGE MODE II,7fxSLnklnayJNBIKntXedZ,0.78,0.774,0.706,2,-6.494,1,0.355,0.00163,1.28e-06,0.104,0.382,152.891,185037,4
Yeah! (feat. Lil Jon & Ludacris),Usher,Confessions (Expanded Edition),5rb9QrpfcKFHM1EUbSIurX,0.82,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,250373,4
a lot,21 Savage,i am > i was,2t8yVaLvJ0RenpXUIAC52d,0.79,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4
Don't,Bryson Tiller,T R A P S O U L,3pXF1nA74528Edde4of9CC,0.79,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,198293,4
ZEZE (feat. Travis Scott & Offset),Kodak Black,Dying to Live,0FZ4Dmg8jJJAPJnvBIzD9z,0.8,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760,4
Pure Water (with Migos),Mustard,Perfect Ten,3j84U36KvLeXNDPv4t5pI8,0.79,0.682,0.559,0,-5.545,1,0.127,0.174,0.0,0.344,0.137,202.015,192471,4
Said Sum (feat. City Girls & DaBaby) - Remix,Moneybagg Yo,Said Sum (feat. City Girls & DaBaby) [Remix],7HbnX1fxCAoPa7nRVFSEFW,0.77,0.913,0.625,10,-6.901,0,0.334,0.0168,0.0,0.125,0.298,126.915,177704,4
Candy (feat. Trippie Redd),Machine Gun Kelly,Hotel Diablo,37AGgp9VP8TVJBfEat74Bj,0.78,0.744,0.638,5,-4.86,0,0.049,0.00829,0.0,0.182,0.48,98.019,156719,4
Come Get Her,Rae Sremmurd,SremmLife,1Ser4X0TKttOvo8bgdytTP,0.77,0.689,0.564,2,-6.226,1,0.136,0.187,0.0,0.0721,0.123,185.023,212947,4
Gifted (feat. Roddy Ricch),Cordae,Gifted (feat. Roddy Ricch),0mb3uDw5vfFUcZfJYFOMRu,0.77,0.653,0.603,5,-5.697,0,0.171,0.175,0.0,0.18,0.551,151.016,168477,4
Save That Shit,Lil Peep,"Come Over When You're Sober, Pt. 1",0S0vWvyZ6Rc79TXkWxT9QA,0.81,0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,105.997,231547,4
Exchange,Bryson Tiller,T R A P S O U L,43PuMrRfbyyuz4QpZ3oAwN,0.78,0.525,0.433,6,-10.598,1,0.185,0.107,0.0,0.135,0.276,160.108,194613,4
Beamer Boy,Lil Peep,Beamer Boy,7hf89cT5FEmLV5E9fjrjG7,0.8,0.743,0.732,8,-4.511,1,0.104,0.0509,1.77e-05,0.227,0.339,123.994,203373,4
Self Care,Mac Miller,Swimming,5bJ1DrEM4hNCafcDd1oxHx,0.78,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4
Love Sosa,Chief Keef,Finally Rich (Deluxe),4IowQDUOzUvNtp72HMDcKO,0.74,0.772,0.413,0,-8.193,0,0.089,0.0361,0.0,0.111,0.211,131.965,246213,4
In My Room,Frank Ocean,In My Room,4S4Mfvv03M1cHgIOJcbUCL,0.79,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,133680,4
VIBEZ,DaBaby,KIRK,0fySG6A6qLE8IvDpayb5bM,0.78,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,144935,4
1-800-273-8255,Logic,Everybody,5tz69p7tJuGPeMGwNTxYuV,0.8,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,250173,4
Look At Me!,XXXTENTACION,Look At Me!,7floNISpH8VF4z4459Qo18,0.82,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4
Buy U a Drank (Shawty Snappin'),T-Pain,Epiphany,2aIdVb8v9KTpEZnftkz2mD,0.75,0.451,0.55,1,-8.137,1,0.262,0.0108,0.0,0.0737,0.594,80.001,227960,4
Fine China,Future,Future & Juice WRLD Present... WRLD ON DRUGS,5274I4mUMnYczyeXkGDWZN,0.76,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.126,0.551,166.111,141587,4
REEL IT IN,Aminé,ONEPOINTFIVE,5qHirGR7M9tdm6C17DlzSY,0.78,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,121347,4
10 Freaky Girls (with 21 Savage),Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),0AluA5RNsa4Cx6XRhf2hWZ,0.76,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,208293,4
TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,KIRK,2FvD20Z8aoWIePi7PoN8sG,0.77,0.816,0.582,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,136366,4
Baby (Lil Baby feat. DaBaby),Quality Control,Quality Control: Control The Streets Volume 2,5MPPttjfGap2C6j6eKcO6J,0.75,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,142417,4
Nonstop,Drake,Scorpion,0TlLq3lA83rQOYtrqBqSct,0.79,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,4
Caroline,Aminé,Good For You,5hTpBe8h35rJ67eAWHQsJx,0.76,0.94,0.335,5,-10.179,0,0.505,0.17,0.0,0.262,0.707,120.04,209640,4
3005,Childish Gambino,Because the Internet,2ZltjIqztEpZtafc8w0I9t,0.76,0.472,0.448,6,-7.272,0,0.326,0.113,0.0,0.0914,0.636,166.077,234215,4
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,STOKELEY,74lnM5V6ecvoTPV0fvptx9,0.76,0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,166400,4
Pink + White,Frank Ocean,Blonde,3xKsf9qdS1CyvXSMEid6g8,0.78,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,184516,3
DNA.,Kendrick Lamar,DAMN.,6HZILIRieu8S0iqY8kIKhj,0.78,0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,185947,4
If You Want Love,NF,Perception,3i5qVV8azKqGFK4Gzdt5YS,0.79,0.551,0.386,0,-10.22,1,0.132,0.659,0.0,0.125,0.245,116.409,199387,1
Day 'N' Nite (nightmare),Kid Cudi,Man On The Moon: The End Of Day,5FEXPoPnzueFJQCPRIrC3c,0.73,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15e-06,0.114,0.799,137.996,221267,4
Wet (She Got That…),YFN Lucci,Wet (She Got That…),4GurWpxvH3NoWz9f9wirPq,0.77,0.695,0.642,1,-6.13,0,0.195,0.238,0.0,0.359,0.316,128.029,209848,4
Losin Control,Russ,There's Really A Wolf,4cxMGhkinTocPSVVKWIw0d,0.77,0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,237507,4
I Don't Fuck With You,Big Sean,Dark Sky Paradise,7FYH5AW3bVfZHJIQpq3UOA,0.75,0.824,0.733,1,-5.474,1,0.0613,0.0362,0.0,0.325,0.395,97.972,284387,4
Without Me,Eminem,The Eminem Show,7lQ8MOhq6IN2w8EYcFNSUk,0.83,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,4
Feel Good Inc.,Gorillaz,Demon Days,0d28khcov6AiegSCpG5TuT,0.81,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,4
All The Stars (with SZA),Kendrick Lamar,Black Panther The Album Music From And Inspired By,3GCdLUSnKSMJhs4Tj6CV3s,0.79,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4
Love The Way You Lie,Eminem,Recovery,15JINEqzVMv3SvJTAXAKED,0.82,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373,4
Passionfruit,Drake,More Life,5mCPDVBb16L4XQwDdbRUpz,0.79,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4
Weekend (feat. Miguel),Mac Miller,GO:OD AM,6GnhWMhgJb7uyiiPEiEkDA,0.76,0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,208080,4
Lie,NF,Perception,07FkzikE6FuHIa8Ma7zJGc,0.79,0.513,0.661,5,-6.419,1,0.24,0.161,0.0,0.246,0.179,94.791,209213,4
Emotionally Scarred,Lil Baby,My Turn,7ge7BHazYbVKi8qyZUX1Bm,0.76,0.585,0.641,6,-4.269,0,0.133,0.0286,0.0,0.316,0.266,88.284,197530,4
Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),7wsmIIm0xWmtP7TmACXkJn,0.75,0.836,0.617,0,-4.363,1,0.0534,0.17,0.0,0.319,0.866,138.066,206702,4
Nice For What,Drake,Scorpion,3CA9pLiwRIGtUBiMjbZmRw,0.78,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,4
It Was A Good Day,Ice Cube,The Predator,2qOm7ukLyHUXWyR4ZWLwxA,0.76,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,260000,4
Old Town Road - Remix,Lil Nas X,7 EP,2YpeDb67231RjR0MgVLzsG,0.82,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4
GOSHA,$NOT,- TRAGEDY +,0j8ppsOOawdPCJnSTcXgOy,0.78,0.847,0.448,0,-10.14,1,0.416,0.81,1.35e-05,0.325,0.488,79.975,120000,4
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Quality Control,Quality Control: Control The Streets Volume 2,6Vdyu21iT8qScU1haSjWUU,0.76,0.76,0.755,6,-4.735,0,0.19,0.0163,2.95e-06,0.0909,0.517,101.993,171647,4
Pursuit Of Happiness (Nightmare),Kid Cudi,Man On The Moon: The End Of Day,5iSEsR6NKjlC9SrIJkyL3k,0.72,0.63,0.605,0,-8.951,1,0.0414,0.484,9.29e-05,0.298,0.266,115.277,295293,4
Thinkin Bout You,Frank Ocean,channel ORANGE,7DfFc7a6Rwfi3YQMRbDMau,0.72,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,200747,4
Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,Revenge Of The Dreamers III,6MF4tRr5lU8qok8IKaFOBE,0.74,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,202040,4
