track_name,artist,album,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,B4 The Storm,7hxHWCCAIIxFLCzvDgnQHX,0.9,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,195429,4
my ex's best friend (with blackbear),Machine Gun Kelly,Tickets To My Downfall,7kDUspsoYfLkWnZR7qwHZl,0.88,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,139461,4
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,WUNNA,3nS9a01VvXHQriLqJYwRqG,0.84,0.825,0.458,0,-7.47,1,0.0577,0.114,0.0,0.102,0.161,145.115,197760,4
Wolves (feat. Post Malone),Big Sean,Detroit 2,33gwZOGJWEZ7dRWPqPxBEZ,0.86,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,199758,4
Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,Legends Never Die,0ada5XsQGLPUVbmTCkAP49,0.84,0.701,0.65,6,-6.313,1,0.104,0.291,0.0,0.112,0.647,90.003,160212,4
death bed (coffee for your head),Powfu,death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,0.91,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,173333,4
Righteous,Juice WRLD,Legends Never Die,5dOxHHMOFAbG3VH23t0xNm,0.84,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,4
After Party,Don Toliver,Heaven Or Hell,527k23H0A4Q0UJN3vGs0Da,0.86,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,4
Conversations,Juice WRLD,Legends Never Die,4K06PO78fW4mnBVenxGNob,0.83,0.747,0.622,11,-5.825,1,0.0838,0.176,0.0,0.151,0.57,159.93,181661,4
Bandit (with YoungBoy Never Broke Again),Juice WRLD,Bandit (with YoungBoy Never Broke Again),6Gg1gjgKi2AK4e0qzsR7sd,0.84,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,189323,4
Blueberry Faygo,Lil Mosey,Blueberry Faygo,6wJYhPfqk3KGhHRG76WzOh,0.85,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
21,Polo G,THE GOAT,3JKgcAa7r07ocVWcV8bS0H,0.84,0.783,0.479,7,-10.646,1,0.541,0.149,0.0,0.101,0.533,176.027,163798,4
Smile (with The Weeknd),Juice WRLD,Legends Never Die,6wQlQrTY5mVS8EGaFZVwVF,0.85,0.694,0.685,6,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.831,196180,4
Ballin' (with Roddy Ricch),Mustard,Perfect Ten,3QzAOrNlsabgbMwlZt7TAY,0.84,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,180435,4
WHATS POPPIN,Jack Harlow,Sweet Action,1jaTQ3nqY3oAAYyCTbIvnM,0.85,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,6gBFPUFcJLzWGx4lenP6h2,0.89,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,243837,4
Rags2Riches 2 (feat. Lil Baby),Rod Wave,Pray 4 Love (Deluxe),0qJeyYAgv6UpvewUxRXAhb,0.82,0.874,0.443,5,-9.628,0,0.241,0.147,0.0,0.124,0.298,118.004,235988,4
24 (feat. Lil Baby),Money Man,24 (feat. Lil Baby),7v96VvFLS0wSYT8kewNLRy,0.84,0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857,4
ROXANNE,Arizona Zervas,ROXANNE,696DnlkuDOXcMAnKlTgXXK,0.87,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,163636,5
Midnight Sky,Miley Cyrus,Midnight Sky,27ycaQnQAxaPiyeg3nr2aB,0.92,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110.0,223279,4
HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,0.88,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,4
FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),4jVBIpuOiMj1crqd8LoCrJ,0.86,0.835,0.699,8,-5.405,0,0.277,0.00671,0.0,0.195,0.547,154.981,202795,4
20 Min,Lil Uzi Vert,Luv Is Rage 2 (Deluxe),0uxSUdBrJy9Un0EYoBowng,0.83,0.773,0.75,8,-4.009,0,0.117,0.109,0.0,0.174,0.783,123.426,220587,4
hot girl bummer,blackbear,everything means nothing,2mt1IqcFyY1zmYZT8Q3xw9,0.86,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,188344,1
SICKO MODE,Travis Scott,ASTROWORLD,2xLMifQCjDGFmkHkpNLD9h,0.88,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4
PRACTICE,DaBaby,BLAME IT ON BABY (DELUXE),4Z5FyQlevoHoa5FsIVKZju,0.83,0.849,0.536,1,-7.307,1,0.349,0.0239,0.0,0.126,0.308,141.964,122587,4
We Paid (feat. 42 Dugg),Lil Baby,My Turn (Deluxe),6gxKUmycQX7uyMwJcweFjp,0.83,0.926,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14,181929,4
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),3KkXRkHbMCARz0aVfEt68P,0.85,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,4
GREECE (feat. Drake),DJ Khaled,GREECE (feat. Drake),35RJhm1pEovTBwnNR0zWad,0.88,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,218902,4
Jocelyn Flores,XXXTENTACION,17,7m9OqQk4RVRkw9JJdeAw96,0.87,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4
Girls in the Hood,Megan Thee Stallion,Girls in the Hood,6WbTTAGKrQtCQvmc5BuYfh,0.81,0.821,0.863,6,-3.159,1,0.353,0.00824,0.0,0.0377,0.874,180.013,154324,4
High Fashion (feat. Mustard),Roddy Ricch,Please Excuse Me For Being Antisocial,07KXEDMj78x68D884wgVEm,0.82,0.831,0.499,11,-8.442,0,0.114,0.269,0.0,0.3,0.511,97.956,220487,4
Party Girl,StaySolidRocky,Party Girl,5RqR4ZCCKJDcBLIn4sih9l,0.85,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022,147800,4
Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,B4 The Storm,2rFsFjq0D9JAmc0APpCO6P,0.82,0.761,0.517,5,-6.916,1,0.0927,0.114,0.0,0.157,0.46,147.912,174730,4
I Fall Apart,Post Malone,Stoney (Deluxe),75ZvA4QfFiZvzhj2xkaWAh,0.83,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4
rockstar (feat. 21 Savage),Post Malone,beerbongs & bentleys,0e7ipj03S05BNilyu5bRzt,0.86,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,4
Armed And Dangerous,Juice WRLD,Goodbye & Good Riddance,5wujBwqG7INdStqGd4tRMX,0.81,0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,0.845,130.032,169999,4
No Guidance (feat. Drake),Chris Brown,Indigo,6XHVuErjQ4XNm6nDPVCxVX,0.84,0.698,0.454,1,-6.756,0,0.151,0.123,0.0,0.155,0.137,92.932,260640,4
Wow.,Post Malone,Hollywood's Bleeding,7xQAfvXzm3AkraOtGPWIZg,0.84,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4
Star Shopping,Lil Peep,Star Shopping,30bqVoKjX479ab90a8Pafp,0.86,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,142000,4
Flex (feat. Juice WRLD),Polo G,THE GOAT,2QqJTIlGKRLJC3onkavYEz,0.82,0.752,0.673,10,-5.792,0,0.153,0.0538,0.0,0.133,0.35,164.009,163902,4
XO Tour Llif3,Lil Uzi Vert,Luv Is Rage 2,7GX5flRQZVHRAGd6B4TmDO,0.83,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707,4
THE SCOTTS,THE SCOTTS,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,0.85,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,165978,4
Life Is Good (feat. Drake),Future,Life Is Good (feat. Drake),5yY9lUy8nbvjM1Uyo1Uqoc,0.85,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,237735,4
Chicago Freestyle (feat. Giveon),Drake,Dark Lane Demo Tapes,4wVOKKEHUJxHCFFNUWDn0B,0.84,0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,220488,4
Blueberry Faygo,Lil Mosey,Certified Hitmaker,22LAwLoDA5b4AaGSkg6bKW,0.85,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
PTSD,G Herbo,PTSD,3jT2LKH0RSbQ8jIUNFzXm5,0.81,0.883,0.808,1,-3.158,0,0.183,0.0317,0.0,0.207,0.805,119.012,232065,4
Glock In My Lap,21 Savage,SAVAGE MODE II,6pcywuOeGGWeOQzdUyti6k,0.82,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04e-05,0.151,0.202,130.029,193591,4
Hit Different,SZA,Hit Different,7Bar1kLTmsRmH6FCKKMEyU,0.81,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,202008,4
BOP,DaBaby,KIRK,6Ozh9Ok6h4Oi1wUSLtBseN,0.83,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,159715,4
Lucid Dreams,Juice WRLD,New Rap Hits,0wZ9itl91RLQNsTQvQfScP,0.0,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4
Lucid Dreams,Juice WRLD,Race of the Stars: Fit with Music Vol. 3,7oYQFOGTU6KQNFXkhccEZc,0.0,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4
All Girls Are The Same,Juice WRLD,New Rap Hits,6OFJEOG5Trpg8PahojwFoC,0.0,0.673,0.529,0,-7.226,1,0.306,0.0769,0.000338,0.0856,0.203,161.991,165820,4
SAD!,XXXTENTACION,?,3ee8Jmje8o58CHK66QrVC2,0.86,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
Savage Remix (feat. Beyoncé),Megan Thee Stallion,Savage Remix (feat. Beyoncé),5v4GgrXPMghOnBBLmveLac,0.83,0.822,0.743,10,-4.772,0,0.28,0.016,0.0,0.127,0.636,84.459,242001,4
Lean Wit Me,Juice WRLD,Goodbye & Good Riddance,3oDkdAySo1VQQG0ptV7uwa,0.81,0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,175755,4
Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,Moonwalking in Calabasas (feat. Blueface) [Remix],7o4gBbTM6UBLkOYPw9xMCz,0.83,0.928,0.341,11,-10.196,0,0.103,0.0614,0.0,0.162,0.745,129.966,170233,4
Falling,Trevor Daniel,Falling,4TnjEaWOeW0eKTKIEvJyCa,0.86,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,159382,4
Life's A Mess (feat. Halsey),Juice WRLD,Legends Never Die,5wWAwzGp2OaaoIkwcz6wZs,0.81,0.63,0.446,1,-8.9,1,0.0351,0.337,0.0,0.166,0.177,143.078,202193,4
Take You Dancing,Jason Derulo,Take You Dancing,59qrUpoplZxbIZxk6X0Bm3,0.92,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,190306,4
F.N,Lil Tjay,True 2 Myself,0RLLvYBopDwooCyvnTwgYu,0.82,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,224000,1
Myron,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,56uXDJRCuoS7abX3SkzHKQ,0.8,0.771,0.654,8,-6.976,0,0.298,0.055,0.0,0.214,0.573,155.047,224955,4
Better Now,Post Malone,beerbongs & bentleys,7dt6x5M1jzdTEt8oCbisTK,0.84,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,4
Empty,Juice WRLD,Death Race For Love,41MCdlvXOl62B7Kv86Bb1v,0.8,0.745,0.561,0,-4.869,1,0.0807,0.0758,0.0,0.133,0.449,77.557,248431,4
Blood On My Jeans,Juice WRLD,Legends Never Die,0fCwrjKfWxF3xQhZrYUw4T,0.79,0.868,0.55,6,-6.417,1,0.226,0.183,0.0,0.109,0.464,117.943,154767,4
Space Cadet (feat. Gunna),Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),1fewSx2d5KIZ04wsooEBOz,0.83,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267,4
Kacey Talk,YoungBoy Never Broke Again,Top,1SF8piqsZWn86DajVKih8F,0.8,0.877,0.607,10,-7.818,0,0.15,0.535,0.0,0.138,0.773,127.055,151249,4
Stay High,Juice WRLD,Legends Never Die,21CkzgKCBCq5V4XKjiGSIj,0.8,0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968,168685,4
forget me too (feat. Halsey),Machine Gun Kelly,Tickets To My Downfall,1VSuFS7PahCN3SWbOcQ98m,0.82,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621,4
Going Bad (feat. Drake),Meek Mill,Championships,2IRZnDFmlqMuOrYOLnZZyc,0.82,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4
Legends,Juice WRLD,Legends,1Knctxx9vGZxpZfF66BIEa,0.81,0.594,0.798,4,-5.244,1,0.0844,0.115,0.0,0.143,0.381,142.049,191840,4
Money In The Grave (Drake ft. Rick Ross),Drake,The Best In The World Pack,5ry2OE6R2zPQFDO85XkgRb,0.82,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4
Drip Too Hard (Lil Baby & Gunna),Lil Baby,Drip Harder,78QR3Wp35dqAhFEc2qAGjE,0.82,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543,4
Godzilla (feat. Juice WRLD),Eminem,Music To Be Murdered By,7FIWs0pqAYbP91WWM0vlTQ,0.86,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800,4
Epidemic,Polo G,Epidemic,170DNUSnQRp1tGpppF26pA,0.82,0.616,0.617,1,-8.431,1,0.52,0.128,0.0,0.177,0.476,175.929,177273,4
Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",2HbKqm4o0w5wEeEFXm2sD4,0.77,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,386907,4
Ransom,Lil Tecca,We Love You Tecca,1lOe9qE0vR9zwWQAOk6CoO,0.84,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,131240,4
Murder On My Mind,YNW Melly,I AM YOU,7eBqSVxrzQZtK2mmgRG6lC,0.82,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,4
Fuck Love (feat. Trippie Redd),XXXTENTACION,17,7AQim7LbvFVZJE3O8TYgf2,0.83,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4
Pop Out (feat. Lil Tjay),Polo G,Die A Legend,6uFn47ACjqYkc0jADwEdj1,0.82,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,166560,4
Congratulations,Post Malone,Stoney (Deluxe),3a1lNhkSLSkpJE4MSHpDu9,0.82,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,220293,4
Man Of The Year,Juice WRLD,Legends Never Die,7AvprzMsRJpybaalckaT8c,0.79,0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.966,136408,4
No Role Modelz,J. Cole,2014 Forest Hills Drive,62vpWI1CHwFy7tMIcSStl8,0.83,0.692,0.521,10,-8.465,0,0.33,0.301,0.0,0.0565,0.463,100.45,292987,4
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,Hoodie SZN,1wJRveJZLSb1rjhnUHQiv6,0.81,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,189487,4
Weeeeee,Trippie Redd,Pegasus,2PI3qpTqYowwMzOSQRuj73,0.74,0.729,0.503,0,-8.229,1,0.081,0.111,0.0,0.123,0.152,134.927,152920,4
Everybody Dies In Their Nightmares,XXXTENTACION,17,3GVkPk8mqxz0itaAriG1L7,0.85,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4
Suicidal (Remix) [feat. Juice WRLD],YNW Melly,Suicidal (Remix) [feat. Juice WRLD],4S2uhQE8L9V6p7rj7SiauJ,0.81,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957,225857,4
Spicy (feat. Post Malone),Ty Dolla $ign,Spicy (feat. Post Malone),5nWVyZaCwtfAkBnwDuXjBh,0.83,0.784,0.496,7,-5.746,1,0.0435,0.14,0.0,0.113,0.132,100.002,144028,4
Taking A Walk,Trippie Redd,LIFE'S A TRIP,4mHgYpuGHu99Mw69E83CP2,0.79,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,121680,4
Don’t Stop (feat. Young Thug),Megan Thee Stallion,Don’t Stop (feat. Young Thug),3yv7994DWTEk3ihwy75YBQ,0.79,0.933,0.757,2,-3.212,1,0.117,0.00184,0.0,0.135,0.544,137.993,187941,4
MIDDLE CHILD,J. Cole,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,0.82,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,213594,4
Sleepy Hollow,Trippie Redd,Sleepy Hollow,3v84EI4rMdsqJ95MxwIjQa,0.78,0.735,0.662,1,-7.862,1,0.05,0.0104,0.0,0.153,0.124,87.999,101353,4
Toosie Slide,Drake,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,0.85,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,247059,4
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Hollywood's Bleeding,0RiRZpuVRbi7oqRdSMwhQY,0.82,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,157560,4
Magic In The Hamptons (feat. Lil Yachty),Social House,Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,0.8,0.769,0.479,1,-5.339,1,0.0385,0.66,0.0,0.0914,0.803,96.051,164640,4
changes,XXXTENTACION,?,7AFASza1mXqntmGtbxXprO,0.85,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,121887,4
Moonlight,XXXTENTACION,?,0JP9xo3adEtGSdUEISiszL,0.85,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
Excitement,Trippie Redd,Excitement,3WnTQDd9A3bpBfzCziElU9,0.8,0.474,0.681,4,-3.473,0,0.038,0.0263,4.27e-05,0.0972,0.0384,121.96,283270,4
Rags2Riches (feat. ATR Son Son),Rod Wave,Pray 4 Love,1ENdcyhqdylaLsPVgB83qq,0.8,0.904,0.252,5,-17.54,0,0.11,0.294,0.0,0.104,0.227,117.994,167184,4
Redbone,Childish Gambino,"""Awaken, My Love!""",0wXuerDYiBnERgIpbb3JBR,0.82,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,326933,4
Onna Come Up,Lil Eazzyy,Onna Come Up,3NxFTRr0692mbC5hD0nEZD,0.79,0.796,0.426,1,-13.207,1,0.285,0.356,2.73e-05,0.0941,0.649,150.043,128014,4
Ric Flair Drip (& Metro Boomin),Offset,Without Warning,7sO5G9EABYOXQKNPNiE9NR,0.81,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,172800,4
emotions,iann dior,nothings ever good enough,5ls62WNKHUUrdF3r1cv83T,0.81,0.63,0.63,9,-6.211,1,0.0395,0.0131,0.0,0.142,0.163,80.512,131213,4
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,Luv Is Rage 2,2eAZfqOm4EnOF9VvN50Tyc,0.78,0.703,0.757,1,-3.612,1,0.05,0.617,0.0,0.106,0.696,82.008,221747,4
Let You Down,NF,Perception,52okn5MNA47tk87PeZJLEL,0.82,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,212120,4
Goodbyes (feat. Young Thug),Post Malone,Hollywood's Bleeding,0t3ZvGKlmYmVsDzBJAXK8C,0.82,0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,174853,4
Falling Down - Bonus Track,Lil Peep,"Come Over When You're Sober, Pt. 2",4jvjzW7Hm0yK4LvvE0Paz9,0.84,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4
Wasted (feat. Lil Uzi Vert),Juice WRLD,Goodbye & Good Riddance,1a7WZZZH7LzyvorhpOJFTe,0.78,0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,258475,4
Get You The Moon (feat. Snøw),Kina,Get You The Moon (feat. Snøw),4ZLzoOkj0MPWrTLvooIuaa,0.85,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,179080,4
Stuntin' On You (feat. DaBaby),Tyla Yaweh,Stuntin' On You (feat. DaBaby),341lTIxmhybbQsgydwJiFx,0.79,0.796,0.683,10,-5.165,0,0.277,0.0111,2.58e-06,0.126,0.737,173.852,141123,3
OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,6gi6y1xwmVszDWkUqab1qw,0.84,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,157712,4
Tell Me U Luv Me (with Trippie Redd),Juice WRLD,Legends Never Die,5JAYDuLRkODlVt6dgoalKk,0.79,0.66,0.76,2,-5.726,1,0.0787,0.291,0.0,0.632,0.394,127.984,180129,4
Patek,Future,Patek,76MjtLfZoTNc3BDqUVjuRH,0.78,0.801,0.596,1,-4.72,1,0.0534,0.00301,0.0,0.162,0.134,120.028,280666,4
