track_name,artist,album,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"10,000 Hours (with Justin Bieber)",Dan + Shay,"10,000 Hours (with Justin Bieber)",2wrJq5XKLnmhRXHIAf9xBa,0.85,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4
Tennessee Whiskey,Chris Stapleton,Traveller,3fqwjXwUGN6vbzIwvyFMhx,0.79,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293,4
The Bones,Maren Morris,GIRL,7yFhA2fUsL2oIMWlw5DaHQ,0.79,0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.002,197293,4
One Man Band,Old Dominion,Old Dominion,7cA3PnUQDlUyBBwpRozQeo,0.77,0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991,186240,4
I Should Probably Go To Bed,Dan + Shay,I Should Probably Go To Bed,5ovVcYo2MvjVydFwFyaaqy,0.79,0.721,0.277,1,-7.128,1,0.0365,0.634,0.0,0.112,0.309,131.935,171827,4
Beer Never Broke My Heart,Luke Combs,What You See Is What You Get,7aEtlGHoiPAfRB084NiDmx,0.78,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,186733,4
Cover Me Up,Morgan Wallen,Cover Me Up,7Jd0VVrzeTTWipxSzJ81aC,0.78,0.525,0.437,2,-8.285,1,0.0272,0.236,7.03e-06,0.121,0.195,127.994,292663,3
When It Rains It Pours,Luke Combs,This One's for You,1mMLMZYXkMueg65jRRWG1l,0.78,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,4
Love You Like I Used To,Russell Dickerson,Love You Like I Used To,1D7cfiC5mxqHfTCcOiRBej,0.76,0.501,0.788,10,-4.624,1,0.0415,0.12,0.0,0.137,0.61,152.047,186613,4
Chicken Fried,Zac Brown Band,The Foundation,3eBnEo9WL34ulBCZlLpUQO,0.77,0.566,0.713,6,-4.25,1,0.0417,0.645,0.0,0.114,0.807,169.864,238147,4
Die A Happy Man,Thomas Rhett,Tangled Up,5kNe7PE09d6Kvw5pAsx23n,0.75,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,227427,4
Hurricane,Luke Combs,This One's for You,6xHI9KjUjYT0FPtGO8Mxa1,0.77,0.464,0.813,10,-6.185,1,0.0416,0.0153,0.0,0.254,0.515,75.977,222533,4
Wagon Wheel,Darius Rucker,True Believers,3xdjjKMcMOFgo1eQrfbogM,0.77,0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,298373,4
Starting Over,Chris Stapleton,Starting Over,3TNSVsiFngfe68UJpMq1oS,0.77,0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,240413,4
"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",HIXTAPE,HIXTAPE: Vol. 1,5FmvaZGd6fulojSToozLRD,0.76,0.516,0.745,2,-8.352,1,0.0774,0.563,0.0,0.275,0.825,186.004,173173,3
Happy Anywhere (feat. Gwen Stefani),Blake Shelton,Happy Anywhere (feat. Gwen Stefani),2DwbFtfC6sXBiVDPmju8Dd,0.76,0.538,0.745,8,-5.774,1,0.0387,0.1,0.0,0.063,0.669,165.755,170173,4
Heaven,Kane Brown,Kane Brown (Deluxe Edition),1HXy5I3HTWq8OvxCn0z7G7,0.76,0.677,0.556,9,-6.544,1,0.0306,0.263,0.0,0.105,0.521,80.009,179507,4
She Got the Best of Me,Luke Combs,This One's for You Too (Deluxe Edition),698eQRku24PIYPQPHItKlA,0.77,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,183160,4
Some Girls,Jameson Rodgers,Jameson Rodgers,54eUv9Q3D9MZuOGS5PSflp,0.75,0.431,0.831,8,-5.108,1,0.0474,0.0791,0.0,0.312,0.352,167.96,184893,4
"Big, Big Plans",Chris Lane,"Big, Big Plans",7yNJCsUH3tXlpQiHSsAc5l,0.75,0.574,0.58,7,-6.091,1,0.0278,0.076,0.0,0.12,0.4,149.974,187307,4
Lovin' On You,Luke Combs,What You See Is What You Get,0nYvjcSlCgjcwogQAwIwNp,0.76,0.572,0.949,4,-4.865,1,0.06,0.00165,0.000195,0.163,0.53,118.974,194867,4
Rumor,Lee Brice,Lee Brice,56eGOeSsqdg3FLxdo83TwV,0.74,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,198440,4
Ain't Always The Cowboy,Jon Pardi,Heartache Medication,77XoAnllT85lmR9WP0D8dS,0.74,0.539,0.837,9,-3.458,1,0.0385,0.0094,0.0,0.262,0.551,151.913,220881,4
Feathered Indians,Tyler Childers,Purgatory,2tgQaL85WoRfgEa4hFQgrE,0.75,0.536,0.574,7,-6.705,1,0.0254,0.75,0.00277,0.105,0.877,87.194,224947,4
Play It Again,Luke Bryan,Crash My Party,03fT3OHB9KyMtGMt2zwqCT,0.75,0.506,0.886,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935,226867,4
Just the Way,Parmalee,Just the Way,5PAvFGse5jjDH9ke8Mae7D,0.74,0.426,0.829,9,-2.84,1,0.0569,0.107,0.0,0.317,0.814,180.241,193880,4
Speechless,Dan + Shay,Dan + Shay,3GJ4hzg4lrGwU51Y3VARbF,0.76,0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,213387,4
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,7zVCrzzEJU7u24sbJPXA5W,0.75,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,188253,4
I Wish Grandpas Never Died,Riley Green,Different 'Round Here,7Dxes6VnfbZYV0S2QTnVuT,0.74,0.445,0.492,6,-5.717,1,0.0294,0.036,0.0,0.122,0.24,148.013,250413,4
Dirt Road Anthem,Jason Aldean,My Kinda Party,2qYsSHsYkihWx043HVJQRV,0.73,0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,229400,4
Die From A Broken Heart,Maddie & Tae,The Way It Feels,3DA4SE262k6rdEtlHteNyq,0.74,0.596,0.522,9,-6.633,1,0.0358,0.373,0.0,0.291,0.443,76.042,188320,4
Lady May,Tyler Childers,Purgatory,3t5OV1asJHmOlf23T08CLv,0.75,0.539,0.16,3,-13.285,1,0.0329,0.881,0.000268,0.105,0.322,81.446,183533,4
In Case You Didn't Know,Brett Young,Brett Young,10M2Ex445zw585Ducldzkw,0.76,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986,224853,4
Hard To Forget,Sam Hunt,SOUTHSIDE,10xuH52YSXHWFwCaF1fsDd,0.74,0.689,0.689,4,-5.517,1,0.045,0.23,0.0,0.57,0.664,130.069,204760,4
You Make It Easy,Jason Aldean,Rearview Town,6EGAfJaLUFzhS4zRBIEQ2J,0.72,0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,196800,3
Before He Cheats,Carrie Underwood,Some Hearts,0ZUo4YjG4saFnEJhdWp9Bt,0.75,0.519,0.749,6,-3.318,0,0.0405,0.271,0.0,0.119,0.29,147.905,199947,4
Body Like A Back Road,Sam Hunt,Body Like A Back Road,7mldq42yDuxiUNn08nvzHO,0.75,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938,165387,4
Springsteen,Eric Church,Chief,05ZACkzW8YbRq3eFgIfSNB,0.73,0.692,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023,263387,4
I Hope You’re Happy Now,Carly Pearce,Carly Pearce,0Al3wN3keprGTSgG8NBwjr,0.74,0.591,0.815,10,-4.725,1,0.0366,0.168,8.68e-06,0.142,0.306,118.024,198689,4
Even Though I'm Leaving,Luke Combs,What You See Is What You Get,5Fhe63YOMZsGdB3CgCDuBi,0.75,0.554,0.755,2,-6.04,1,0.0319,0.225,0.0,0.301,0.624,77.962,225253,4
God's Country,Blake Shelton,God's Country,1dyxS3YzBbL0t8rEVwVQ1K,0.74,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,205107,4
Almost Maybes,Jordan Davis,Almost Maybes,14JFKtBSqefxfMiKhq6JT8,0.74,0.582,0.868,11,-3.927,1,0.0522,0.146,0.0,0.103,0.555,90.105,179153,4
The Bones - with Hozier,Maren Morris,The Bones (with Hozier),1yTTMcUhL7rtz08Dsgb7Qb,0.77,0.561,0.597,11,-6.0,0,0.0405,0.286,0.0,0.0979,0.355,76.826,197299,4
One Margarita,Luke Bryan,One Margarita,6NhS5LwYbJ6xD7BGvlWRJO,0.73,0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997,193427,4
Eyes On You,Chase Rice,Lambs & Lions,5AnSllIrgGsCZzZJkVnApx,0.73,0.606,0.652,9,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155,182493,4
Beer Can’t Fix,Thomas Rhett,Center Point Road,7idmHTAQQPUFqdjXkoooXD,0.73,0.711,0.774,7,-4.068,1,0.0308,0.0317,0.0,0.124,0.939,111.016,209733,4
This Bar,Morgan Wallen,This Bar,3746VOqCr3ys3lQdhmDoyH,0.74,0.545,0.884,2,-5.208,1,0.0817,0.115,0.000424,0.0496,0.272,110.015,185733,4
One Too Many,Keith Urban,One Too Many,5NUXE8W12lWcUXgJRCjeEw,0.77,0.697,0.535,4,-6.504,1,0.068,0.247,0.0,0.569,0.594,82.959,203893,4
Single Saturday Night,Cole Swindell,Single Saturday Night,1irAliF0T8sLIOPJp6n7rU,0.72,0.623,0.79,7,-5.07,1,0.0473,0.118,0.0,0.226,0.694,81.949,187684,4
Old Town Road - Remix,Lil Nas X,7 EP,2YpeDb67231RjR0MgVLzsG,0.82,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4
Simple,Florida Georgia Line,Can't Say I Ain't Country,4L9Ds4mpD3SuYoWwFUlv16,0.73,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,4
Heartache On The Dance Floor,Jon Pardi,California Sunrise,0w3Q14i073jLoew1hgJkwD,0.72,0.596,0.834,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,116.0,205200,4
Tequila,Dan + Shay,Dan + Shay,42fw0rxRO2xbesF6mJfd4Y,0.75,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,196747,4
Toes,Zac Brown Band,The Foundation,2Esf7NTKQNCPE4G17QvVCs,0.72,0.8,0.759,11,-5.398,1,0.0378,0.655,0.0,0.0897,0.821,129.979,262773,4
Fortunate Son,Creedence Clearwater Revival,Willy And The Poor Boys,4BP3uh0hFLFRb5cjsgLqDh,0.81,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,4
Everywhere But On,Matt Stell,Everywhere But On,0ifYeH4gNXEyba41xr3I1w,0.72,0.563,0.722,6,-3.972,1,0.0279,0.0345,0.0,0.0795,0.309,149.903,192587,4
Dirt On My Boots,Jon Pardi,California Sunrise,7f08qp3HROTkfrtNpiYGGo,0.72,0.683,0.796,11,-4.179,1,0.0285,0.111,0.0,0.197,0.531,90.031,201893,4
Cruise,Florida Georgia Line,Here's To The Good Times,0i5el041vd6nxrGEU8QRxy,0.71,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960,4
Knee Deep (feat. Jimmy Buffett),Zac Brown Band,You Get What You Give (Deluxe),0b2IVjeD268pYd7VUhmtKI,0.72,0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.609,90.99,203173,4
Song About You,Sam Grow,Song About You,5gRsliQqZLc4tv688SE3wB,0.72,0.57,0.767,10,-4.287,1,0.0331,0.000895,1.18e-05,0.097,0.713,110.995,180891,4
Night Shift,Jon Pardi,California Sunrise,0bPnT6i9H1p8Vd85GS6Z7I,0.72,0.63,0.754,2,-3.564,1,0.0284,0.0963,0.0,0.268,0.73,95.999,172253,4
Small Town Boy,Dustin Lynch,Current Mood,2YMhrXQYKkm4kXLcXKKd5z,0.72,0.554,0.743,9,-6.016,1,0.0287,0.0251,0.0,0.359,0.673,72.997,205733,4
I Don't Know About You,Chris Lane,Laps Around The Sun,3yOs8FffuG6hPbzQG9lIqV,0.72,0.593,0.81,1,-5.733,1,0.0625,0.602,0.0,0.119,0.712,144.011,207933,4
Bluebird,Miranda Lambert,Wildcard,0kPeZAyIhIfeZNrtfjJGDB,0.72,0.661,0.633,7,-5.986,1,0.0348,0.038,2.75e-06,0.124,0.613,81.984,209760,4
Nobody But You (Duet with Gwen Stefani),Blake Shelton,Fully Loaded: God's Country,5M8goiFYynmNxhueYW6grR,0.72,0.463,0.653,0,-5.515,1,0.0273,0.111,0.000136,0.172,0.233,143.912,194867,4
Up Down (feat. Florida Georgia Line),Morgan Wallen,If I Know Me,3EWMoDIm6lzuR0zQKtuCJX,0.73,0.589,0.882,6,-3.039,1,0.035,0.0813,0.0,0.146,0.793,129.915,197253,4
The Way I Talk,Morgan Wallen,If I Know Me,21LRaD9rB3v7p7DDCZsW4y,0.73,0.604,0.879,4,-3.388,1,0.0322,0.0468,0.0,0.0909,0.757,137.983,208280,4
Hell Of A View,Eric Church,Hell Of A View,1kBx9VGumfuvlfqdlAGorE,0.72,0.689,0.582,5,-6.778,1,0.0236,0.119,0.00464,0.101,0.883,99.021,175280,4
GIVE HEAVEN SOME HELL,HARDY,GIVE HEAVEN SOME HELL,5nra2uQhiaYKKpemgiDNC3,0.73,0.639,0.843,11,-4.975,1,0.0362,0.0525,0.0,0.0854,0.528,126.047,217802,4
Head Over Boots,Jon Pardi,California Sunrise,4ly1QBXEwYoDmje9rmEgC4,0.71,0.563,0.688,7,-4.474,1,0.0262,0.0763,0.0,0.0863,0.622,108.008,202347,4
Cool Again,Kane Brown,Cool Again,5P3oaNpPDVLRJsL3152SEs,0.72,0.608,0.735,4,-5.497,1,0.0371,0.0156,1.69e-06,0.361,0.773,90.007,164668,4
House Party,Sam Hunt,Montevallo,1TwLKNsCnhi1HxbIi4bAW0,0.72,0.747,0.861,8,-5.251,1,0.0514,0.113,0.0,0.026,0.859,103.966,190240,4
Sweet Home Alabama,Lynyrd Skynyrd,Second Helping,7e89621JPkKaeDSTQ3avtg,0.82,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800,4
Loud and Heavy,Cody Jinks,Adobe Sessions,0SF38KDlXNLJAxbYyOMnCy,0.73,0.502,0.685,0,-5.847,0,0.0283,0.000531,1.61e-06,0.0923,0.574,81.978,229928,4
Look What God Gave Her,Thomas Rhett,Center Point Road,2KqJC0koTBUyDlsMt5ok1V,0.72,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,168960,4
Hotel California - 2013 Remaster,Eagles,Hotel California (2013 Remaster),40riOy7x9W7GXjyGp4pjAv,0.83,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4
Panini - DaBaby Remix,Lil Nas X,Panini,4SDgTLDYrJ2UrHbkRkg7MD,0.76,0.717,0.598,5,-5.613,0,0.0809,0.22,0.0,0.122,0.496,153.905,151040,4
Rainbow,Kacey Musgraves,Golden Hour,79qxwHypONUt3AFq0WPpT9,0.74,0.581,0.197,3,-7.697,1,0.0329,0.88,0.0,0.107,0.349,130.367,214293,4
Grew Up On That,High Valley,Grew Up On That (Quarantine Edition),1dwYdVvxMwMllDgwQuXMGs,0.71,0.651,0.762,9,-6.084,1,0.0284,0.121,0.0,0.167,0.292,109.959,172067,4
Seaside,Billy Currington,Seaside,6uLhIbdIXQ4DGeOA8qFesw,0.71,0.599,0.832,6,-5.631,0,0.0348,0.00698,0.0,0.0514,0.509,99.981,180598,4
Drink In My Hand,Eric Church,Chief,1cktZnxiONH0hR6Q3DKy8h,0.71,0.626,0.913,0,-4.452,1,0.0318,0.00635,0.0,0.293,0.946,113.044,191307,4
Hate You Like I Love You,Granger Smith,Country Things,7fv8w55N7T95xtX72TycwQ,0.71,0.658,0.672,3,-6.284,1,0.0265,0.0429,0.0,0.126,0.805,115.017,173827,4
Long Live,Florida Georgia Line,Long Live,1OTX8FOeKJt1v9mIxuF8sc,0.71,0.612,0.842,7,-3.547,1,0.0372,0.185,0.0,0.151,0.596,129.973,152373,4
Marry Me,Thomas Rhett,Life Changes,0OWZFobGSIW9GrSlQ9C5pc,0.71,0.333,0.412,3,-8.633,1,0.029,0.0977,0.0,0.113,0.474,85.028,205453,4
Wanted,Hunter Hayes,Hunter Hayes (Encore),0p1BcEcYVO3uk4KDf3gzkY,0.7,0.421,0.476,0,-7.692,1,0.0298,0.268,0.0,0.0816,0.3,169.784,228840,4
On Me (feat. Ava Max),Thomas Rhett,SCOOB! The Album,7k6tAZp4m93oswrPqSfBbc,0.75,0.548,0.721,8,-4.466,1,0.0472,0.0119,0.0,0.216,0.594,177.918,164683,4
Dust On The Bottle,David Lee Murphy,Out With A Bang,0Xg68XXMRWzKQvD5S6BFvI,0.7,0.736,0.614,11,-11.124,1,0.0389,0.0237,5.84e-06,0.292,0.858,99.942,224667,4
H.O.L.Y.,Florida Georgia Line,Dig Your Roots,0BCy325UZyR9z0t0uxwn2N,0.72,0.523,0.666,7,-4.081,0,0.0327,0.401,0.0,0.0728,0.564,78.077,194187,4
Slow Dance In A Parking Lot,Jordan Davis,Home State,6MBUUSIWCzaXW4q58Ktrv9,0.72,0.523,0.837,7,-4.494,1,0.0335,0.301,0.0,0.172,0.523,82.006,193929,4
American Kids,Kenny Chesney,The Big Revival,1dgWTMoHwTUnQhOQ8SR5fV,0.71,0.733,0.589,7,-7.37,1,0.1,0.0476,5.85e-06,0.0366,0.867,170.097,182960,4
I Hope (feat. Charlie Puth),Gabby Barrett,Goldmine,5cYFwgA5dHoqR3xGnlr9ew,0.73,0.554,0.576,6,-6.495,1,0.0399,0.171,0.0,0.159,0.409,74.942,209763,4
The Good Ones,Gabby Barrett,Goldmine,3hLuHKzG1cmlRpq53ZVWd8,0.72,0.519,0.552,2,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.957,215141,4
Every Other Memory,Ryan Hurd,Every Other Memory,3t2xlkvPsrcyia0eBaCZ53,0.71,0.633,0.732,0,-6.995,1,0.0351,0.000475,0.0,0.108,0.515,103.019,219193,4
The Other Guy,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),0jcZ1uIHmvh6Is9T6hXOUk,0.72,0.567,0.726,6,-4.705,1,0.0309,0.216,0.0,0.12,0.319,141.92,190720,4
One Number Away,Luke Combs,This One's for You,4gB7HrYHbJVJ5RFOjxmoq4,0.72,0.544,0.781,6,-6.16,0,0.0311,0.00585,0.0,0.191,0.527,144.075,221800,4
Barefoot Blue Jean Night,Jake Owen,Barefoot Blue Jean Night,3ts6xK5GzfMAAriT9AIBmP,0.71,0.6,0.808,4,-4.679,1,0.0403,0.208,0.0,0.196,0.809,172.016,167427,4
Knockin' Boots,Luke Bryan,Knockin' Boots,6ERR6e7h6wCqGoz1TjiUJb,0.72,0.739,0.682,2,-3.728,1,0.205,0.129,0.0,0.328,0.634,131.983,199382,4
Greatest Love Story,LANCO,Hallelujah Nights,2yQZwi1P8AkkxxFhQ8rMEK,0.71,0.669,0.617,10,-8.72,1,0.057,0.401,0.0,0.119,0.621,147.992,222573,4
Does To Me (feat. Eric Church),Luke Combs,What You See Is What You Get,0nGXi46VcQQ56ZJR428MKS,0.72,0.616,0.849,0,-4.897,1,0.0373,0.311,0.0,0.311,0.638,113.065,223320,4
It's A Great Day To Be Alive,Travis Tritt,Down The Road I Go,3oW6SWwGqiZSPTiAp7ZQoH,0.7,0.595,0.653,7,-4.935,1,0.0265,0.246,0.0,0.264,0.542,128.93,241533,4
Homesick,Kane Brown,Experiment Extended,30RZAuEkYeDXvy46Iv6l7E,0.71,0.701,0.5,8,-8.82,1,0.0303,0.46,0.0,0.234,0.409,97.028,205400,4
In Color,Jamey Johnson,That Lonesome Song,7CNd7rjfVt74TFlcOcnZgN,0.69,0.544,0.404,3,-8.751,1,0.0354,0.391,3.98e-06,0.157,0.251,129.518,290680,4
Good as You,Kane Brown,Experiment Extended,19kUPdKTp85q9RZNwaXM15,0.71,0.634,0.516,8,-6.05,1,0.0373,0.4,0.0,0.142,0.769,153.831,192053,4
Spin You Around,Morgan Wallen,Stand Alone - EP,1yj1ZztSGITJ5Nf4mfH92c,0.72,0.517,0.877,4,-3.621,1,0.0297,0.00147,0.0,0.208,0.616,150.004,212850,4
Lonely If You Are,Chase Rice,"The Album, Pt. I",5TI10v8sy9VPp5YhVRVK1f,0.7,0.681,0.726,7,-5.1,1,0.0453,0.162,0.0,0.119,0.819,84.98,176729,4
More Than a Feeling,Boston,Boston,1QEEqeFIZktqIpPI4jSVSF,0.79,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133,4
Why We Drink,Justin Moore,Late Nights And Longnecks,4lSfhHd5Knwl8yQw2cVjAD,0.71,0.624,0.903,6,-3.046,1,0.0347,0.00824,0.0,0.309,0.724,116.99,211430,4
Neon Moon,Brooks & Dunn,#1s ... and then some,3EUl8M6SzxZl03NPkB8mUd,0.7,0.702,0.632,9,-6.508,1,0.0247,0.554,0.0,0.127,0.457,102.404,263500,4
What Hurts The Most,Rascal Flatts,Me And My Gang,4bVuIlGQBMWS7vIhcx8Ae4,0.71,0.537,0.674,5,-5.134,0,0.0277,0.0088,0.0,0.265,0.33,136.002,214107,4
Talkin' Tennessee,Morgan Wallen,If I Know Me,7szRiHu6r91o2Po9GTPN4c,0.71,0.702,0.711,6,-6.697,0,0.0248,0.568,0.0,0.104,0.498,99.988,221880,4
Every Little Thing,Russell Dickerson,Yours,3kgCJPXDlnL5bl1HFesHUi,0.7,0.637,0.853,1,-4.664,1,0.109,0.216,0.0,0.0357,0.861,93.87,190640,4
Without You,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),3zxAw8PaqpeGZ3Pakkxv3J,0.72,0.522,0.659,6,-6.016,1,0.0304,0.307,0.0,0.102,0.355,141.996,224987,4
Bless The Broken Road,Rascal Flatts,Feels Like Today,4YjjNHtEsTX6Af4mCTupT5,0.71,0.591,0.45,0,-6.369,1,0.0266,0.671,2.23e-05,0.159,0.344,135.893,226680,4
Better Than We Found It,Maren Morris,Better Than We Found It,6IVLDX1miNBy1BOWebnMP2,0.71,0.379,0.569,10,-5.193,1,0.029,0.112,3.19e-06,0.166,0.23,170.219,197216,3
Hard To Love,Lee Brice,Hard 2 Love,6E9V9TRlVOLjenGjHemzEH,0.7,0.638,0.722,9,-6.177,1,0.0332,0.0119,0.00808,0.189,0.469,103.017,224293,4
Life is a Highway,Rascal Flatts,Me And My Gang,2Fs18NaCDuluPG1DHGw1XG,0.73,0.582,0.952,5,-3.848,1,0.0731,0.00324,0.0,0.223,0.655,103.027,276320,4
Broken Up,Mitchell Tenpenny,Broken Up,1Jn0osXy1WcDyniHgs67jT,0.72,0.578,0.869,2,-4.483,1,0.0355,0.0149,0.0,0.346,0.699,160.072,185023,4
Cold As You,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),7IWV29mryrqtO0JVgnPtfv,0.71,0.598,0.846,6,-4.956,1,0.0355,0.0527,0.0,0.113,0.328,144.04,186107,4
Take It Easy - 2013 Remaster,Eagles,Eagles (2013 Remaster),4yugZvBYaoREkJKtbG08Qr,0.77,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211578,4
Check Yes Or No,George Strait,Strait Out Of The Box,6iy4PoAuZBMvtrlDX4VxC7,0.69,0.708,0.524,5,-12.644,1,0.0352,0.0551,3.21e-06,0.0371,0.69,111.482,200667,4
Get Along,Kenny Chesney,Songs for the Saints,6n6OQfBpCgzF9oEg8zhBN7,0.7,0.632,0.804,7,-6.109,1,0.0503,0.101,0.0,0.17,0.35,92.456,199625,4
Yours,Russell Dickerson,Yours,3I4WFddKpe2PGZWFh7f10J,0.7,0.554,0.722,11,-6.005,1,0.034,0.119,0.0,0.0861,0.558,134.058,216960,4
Talk You Out Of It,Florida Georgia Line,Can't Say I Ain't Country,4qQwGRtGT7l6ckQtdPEFd4,0.7,0.651,0.708,4,-4.791,1,0.0376,0.582,0.0,0.0796,0.558,119.964,202920,4
Blue Tacoma,Russell Dickerson,Yours,5PBx0zFfehUMyv5H4YXVAU,0.7,0.458,0.897,9,-4.879,1,0.0402,0.0183,0.0,0.174,0.728,160.131,212067,4
If I Know Me,Morgan Wallen,If I Know Me,03d8S7FBY2kIzhP0E7l4rn,0.71,0.777,0.604,8,-5.813,1,0.12,0.765,6.79e-05,0.11,0.672,99.934,157693,4
Dive - Recorded At Sound Stage Nashville,Luke Combs,Spotify Singles,2VWBdFsDJVGlRTdz4PvYwy,0.71,0.742,0.363,1,-8.188,1,0.0282,0.671,1.43e-06,0.145,0.351,130.921,260863,3
Drift Away,Uncle Kracker,No Stranger to Shame,0RFgvrhkf9FiDRLA0BhzpZ,0.71,0.583,0.66,11,-5.078,1,0.0377,0.181,0.0,0.0979,0.861,151.956,255560,4
